member_id,permno,symbol,ticker_history,company_name,current_security_name,start_date,end_date,source,cik,gics_sector,gics_sub_industry,headquarters_location,founded,quote_symbol,quote_status,quote_note
spell-FTL_A-19960102,,FTL.A,FTL.A,FTL.A,,1996-01-02,1999-10-01,fja_history,,,,,,FTL-A,auto,
spell-PHB-19960102,,PHB,PHB,PHB,,1996-01-02,1999-10-04,fja_history,,,,,,PHB,auto,
spell-AIT-19960102,,AIT,AIT,AIT,,1996-01-02,1999-10-11,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-DGN-19960102,,DGN,DGN,DGN,,1996-01-02,1999-10-13,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-CYM-19960102,,CYM,CYM,CYM,,1996-01-02,1999-10-18,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-SNT-19960102,,SNT,SNT,SNT,,1996-01-02,1999-10-26,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-AR-19960102,,AR,AR,AR,,1996-01-02,1999-10-27,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-TEN-19960102,,TEN,TEN,TEN,,1996-01-02,1999-11-05,fja_history,,,,,,TEN,auto,
spell-HRS-19960102,,HRS,HRS,Harris Corporation,,1996-01-02,1999-11-08,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-KWP-19960102,,KWP,KWP,KWP,,1996-01-02,1999-11-16,fja_history,,,,,,KWP,auto,
spell-PPW-19960102,,PPW,PPW,PPW,,1996-01-02,1999-11-30,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-MOB-19960102,,MOB,MOB,MOB,,1996-01-02,1999-12-01,fja_history,,,,,,MOB,auto,
spell-LDW_B-19960102,,LDW.B,LDW.B,LDW.B,,1996-01-02,1999-12-08,fja_history,,,,,,LDW-B,auto,
spell-HP-19960102,,HP,HP,Helmerich & Payne,,1996-01-02,1999-12-31,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-RNB-19960102,,RNB,RNB,RNB,,1996-01-02,2000-01-03,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-CNG-19960102,,CNG,CNG,CNG,,1996-01-02,2000-01-31,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-FLTWQ-19960102,,FLTWQ,FLTWQ,FLTWQ,,1996-01-02,2000-01-31,fja_history,,,,,,FLTWQ,auto,
spell-FWLT-19960102,,FWLT,FWLT,FWLT,,1996-01-02,2000-01-31,fja_history,,,,,,FWLT,auto,
spell-SCI-19960102,,SCI,SCI,SCI,,1996-01-02,2000-03-16,fja_history,,,,,,SCI,auto,
spell-PBY-19960102,,PBY,PBY,PBY,,1996-01-02,2000-04-03,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-PNU-19960102,,PNU,PNU,PNU,,1996-01-02,2000-04-03,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-ARC-19960102,,ARC,ARC,ARC,,1996-01-02,2000-04-18,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-RLM-19960102,,RLM,RLM,RLM,,1996-01-02,2000-05-04,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-JOS-19960102,,JOS,JOS,JOS,,1996-01-02,2000-05-10,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-NC-19960102,,NC,NC,NC,,1996-01-02,2000-06-05,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-SMS-19960102,,SMS,SMS,Shared Medical Systems,,1996-01-02,2000-06-08,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-TMC-19960102,,TMC,TMC,Times Mirror,,1996-01-02,2000-06-13,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-TMC_A-19960102,,TMC.A,TMC.A,TMC.A,,1996-01-02,2000-06-13,fja_history,,,,,,TMC-A,auto,
spell-UMG-19960102,,UMG,UMG,UMG,,1996-01-02,2000-06-15,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-CSR-19960102,,CSR,CSR,CSR,,1996-01-02,2000-06-16,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-CHA-19960102,,CHA,CHA,CHA,,1996-01-02,2000-06-19,fja_history,,,,,,CHA,auto,
spell-WLA-19960102,,WLA,WLA,WLA,,1996-01-02,2000-06-20,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-SGID-19960102,,SGID,SGID,SGID,,1996-01-02,2000-06-21,fja_history,,,,,,SGID,auto,
spell-IKN-19960102,,IKN,IKN,IKN,,1996-01-02,2000-06-29,fja_history,,,,,,IKN,auto,
spell-MZIAQ-19960102,,MZIAQ,MZIAQ,MZIAQ,,1996-01-02,2000-06-29,fja_history,,,,,,MZIAQ,auto,
spell-GTE-19960102,,GTE,GTE,GTE,,1996-01-02,2000-07-03,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-USW-19960102,,USW,USW,USW,,1996-01-02,2000-07-03,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-RAD-19960102,,RAD,RAD,Rite Aid,,1996-01-02,2000-07-27,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-COMS-19960102,,COMS,COMS,COMS,,1996-01-02,2000-07-28,fja_history,,,,,,COMS,auto,
spell-GAPTQ-19960102,,GAPTQ,GAPTQ,GAPTQ,,1996-01-02,2000-08-30,fja_history,,,,,,GAPTQ,auto,
spell-OWENQ-19960102,,OWENQ,OWENQ,OWENQ,,1996-01-02,2000-10-02,fja_history,,,,,,OWENQ,auto,
spell-BFO-19960102,,BFO,BFO,BFO,,1996-01-02,2000-10-03,fja_history,,,,,,BFO,auto,
spell-MKG-19960102,,MKG,MKG,MKG,,1996-01-02,2000-10-18,fja_history,,,,,,MKG,auto,
spell-UCM-19960102,,UCM,UCM,UCM,,1996-01-02,2000-10-23,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-CG-19960102,,CG,CG,CG,,1996-01-02,2000-11-02,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-EFU-19960102,,EFU,EFU,EFU,,1996-01-02,2000-11-02,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-ACKH-19960102,,ACKH,ACKH,ACKH,,1996-01-02,2000-11-17,fja_history,,,,,,ACKH,auto,
spell-FJ-19960102,,FJ,FJ,FJ,,1996-01-02,2000-11-24,fja_history,,,,,,FJ,auto,
spell-BHMSQ-19960102,,BHMSQ,BHMSQ,BHMSQ,,1996-01-02,2000-12-11,fja_history,,,,,,BHMSQ,auto,
spell-CCK-19960102,,CCK,CCK,Crown Holdings,,1996-01-02,2000-12-11,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-GRA-19960102,,GRA,GRA,WR Grace,,1996-01-02,2000-12-11,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-VO-19960102,,VO,VO,VO,,1996-01-02,2000-12-11,fja_history,,,,,,VO,auto,
spell-PRD-19960102,,PRD,PRD,PRD,,1996-01-02,2000-12-12,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-RML-19960102,,RML,RML,RML,,1996-01-02,2000-12-12,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-SMI-19960102,,SMI,SMI,SMI,,1996-01-02,2000-12-12,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-MEE-19960102,,MEE,MEE,Massey Energy,,1996-01-02,2000-12-22,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-CGP-19960102,,CGP,CGP,CGP,,1996-01-02,2001-01-30,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-UK-19960102,,UK,UK,UK,,1996-01-02,2001-02-07,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-CEN-19960102,,CEN,CEN,CEN,,1996-01-02,2001-04-02,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-BGG-19960102,,BGG,BGG,BGG,,1996-01-02,2001-04-03,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-AZA_A-19960102,,AZA.A,AZA.A,AZA.A,,1996-01-02,2001-06-25,fja_history,,,,,,AZA-A,auto,
spell-H-19960102,,H,H,H,,1996-01-02,2001-06-29,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-LDG-19960102,,LDG,LDG,LDG,,1996-01-02,2001-07-02,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-PCH-19960102,,PCH,PCH,PCH,,1996-01-02,2001-07-09,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-OAT-19960102,,OAT,OAT,OAT,,1996-01-02,2001-08-03,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-ETS-19960102,,ETS,ETS,ETS,,1996-01-02,2001-08-06,fja_history,,,,,,ETS,auto,
spell-TKR-19960102,,TKR,TKR,TKR,,1996-01-02,2001-08-07,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-AGC-19960102,,AGC,AGC,AGC,,1996-01-02,2001-08-29,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-OKE-19960102,,OKE,OKE,Oneok,Oneok,1996-01-02,2001-08-30,fja_history,1039684,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",1906,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-TX-19960102,,TX,TX,TX,,1996-01-02,2001-10-10,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-GPU-19960102,,GPU,GPU,GPU,,1996-01-02,2001-11-07,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-ENRNQ-19960102,,ENRNQ,ENRNQ,ENRNQ,,1996-01-02,2001-11-30,fja_history,,,,,,ENRNQ,auto,
spell-NSI-19960102,,NSI,NSI,NSI,,1996-01-02,2001-12-03,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-RAL-19960102,,RAL,RAL,RAL,,1996-01-02,2001-12-13,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-HM-19960102,,HM,HM,HM,,1996-01-02,2001-12-17,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-FMC-19960102,,FMC,FMC,FMC Corporation,,1996-01-02,2002-01-02,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-KM-19960102,,KM,KM,KM,,1996-01-02,2002-01-17,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-MEA-19960102,,MEA,MEA,MEA,,1996-01-02,2002-01-30,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-NMK-19960102,,NMK,NMK,NMK,,1996-01-02,2002-02-01,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-WLL-19960102,,WLL,WLL,WLL,,1996-01-02,2002-02-11,fja_history,,,,,,WLL,auto,
spell-CPQ-19960102,,CPQ,CPQ,CPQ,,1996-01-02,2002-05-06,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-UAWGQ-19960102,,UAWGQ,UAWGQ,UAWGQ,,1996-01-02,2002-05-15,fja_history,,,,,,UAWGQ,auto,
spell-ABX-19960102,,ABX,ABX,ABX,,1996-01-02,2002-07-22,fja_history,,,,,,ABX,auto,
spell-AL-19960102,,AL,AL,AL,,1996-01-02,2002-07-22,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-INCLF-19960102,,INCLF,INCLF,INCLF,,1996-01-02,2002-07-22,fja_history,,,,,,INCLF,auto,
spell-NRTLQ-19960102,,NRTLQ,NRTLQ,NRTLQ,,1996-01-02,2002-07-22,fja_history,,,,,,NRTLQ,auto,
spell-PDG-19960102,,PDG,PDG,PDG,,1996-01-02,2002-07-22,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-RDS_A-19960102,,RDS.A,RDS.A,RDS.A,,1996-01-02,2002-07-22,fja_history,,,,,,RDS-A,auto,
spell-UN-19960102,,UN,UN,UN,,1996-01-02,2002-07-22,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-TRW-19960102,,TRW,TRW,TRW,,1996-01-02,2002-12-12,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-AAMRQ-19960102,,AAMRQ,AAMRQ,AAMRQ,,1996-01-02,2003-03-14,fja_history,,,,,,AAMRQ,auto,
spell-HI-19960102,,HI,HI,HI,,1996-01-02,2003-03-31,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-PHA-19960102,,PHA,PHA,PHA,,1996-01-02,2003-04-16,fja_history,,,,,,PHA,auto,
spell-MDR-19960102,,MDR,MDR,MDR,,1996-01-02,2003-08-20,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-FBF-19960102,,FBF,FBF,FBF,,1996-01-02,2004-04-01,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-AM-19960102,,AM,AM,AM,,1996-01-02,2004-05-03,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-ONE-19960102,,ONE,ONE,ONE,,1996-01-02,2004-07-01,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-TNB-19960102,,TNB,TNB,TNB,,1996-01-02,2004-08-03,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-WNDXQ-19960102,,WNDXQ,WNDXQ,WNDXQ,,1996-01-02,2004-12-03,fja_history,,,,,,WNDXQ,auto,
spell-CR-19960102,,CR,CR,CR,,1996-01-02,2004-12-20,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-DLX-19960102,,DLX,DLX,DLX,,1996-01-02,2004-12-20,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-WOR-19960102,,WOR,WOR,WOR,,1996-01-02,2004-12-20,fja_history,,,,,,WOR,auto,
spell-GLK-19960102,,GLK,GLK,Great Lakes Chemical,,1996-01-02,2005-07-05,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-TOY-19960102,,TOY,TOY,TOY,,1996-01-02,2005-07-22,fja_history,,,,,,TOY,auto,
spell-UCL-19960102,,UCL,UCL,UCL,,1996-01-02,2005-08-11,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-DALRQ-19960102,,DALRQ,DALRQ,DALRQ,,1996-01-02,2005-08-19,fja_history,,,,,,DALRQ,auto,
spell-MAY-19960102,,MAY,MAY,MAY,,1996-01-02,2005-08-29,fja_history,,,,,,MAY,auto,
spell-G-19960102,,G,G,G,,1996-01-02,2005-10-03,fja_history,,,,,,G,auto,
spell-PVN-19960102,,PVN,PVN,PVN,,1996-01-02,2005-10-03,fja_history,,,,,,PVN,auto,
spell-GP-19960102,,GP,GP,GP,,1996-01-02,2005-12-20,fja_history,,,,,,GP,auto,
spell-KRB-19960102,,KRB,KRB,KRB,,1996-01-02,2006-01-03,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-RBK-19960102,,RBK,RBK,RBK,,1996-01-02,2006-02-01,fja_history,,,,,,RBK,auto,
spell-SFA-19960102,,SFA,SFA,SFA,,1996-01-02,2006-02-27,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-DCNAQ-19960102,,DCNAQ,DCNAQ,DCNAQ,,1996-01-02,2006-03-03,fja_history,,,,,,DCNAQ,auto,
spell-BR-19960102,,BR,BR,Broadridge Financial Solutions,Broadridge Financial Solutions,1996-01-02,2006-04-03,fja_history,1383312,Industrials,Data Processing & Outsourced Services,"Lake Success, New York",1962,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-CIN-19960102,,CIN,CIN,CIN,,1996-01-02,2006-04-03,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-JP-19960102,,JP,JP,JP,,1996-01-02,2006-04-03,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-MYG-19960102,,MYG,MYG,MYG,,1996-01-02,2006-04-03,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-ABS-19960102,,ABS,ABS,Albertsons,,1996-01-02,2006-06-02,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-EC-19960102,,EC,EC,EC,,1996-01-02,2006-06-06,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-KRI-19960102,,KRI,KRI,KRI,,1996-01-02,2006-06-28,fja_history,,,,,,KRI,auto,
spell-CTB-19960102,,CTB,CTB,CTB,,1996-01-02,2006-07-18,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-CAR-19960102,,CAR,CAR,CAR,,1996-01-02,2006-08-01,fja_history,,,,,,CAR,auto,
spell-KMG-19960102,,KMG,KMG,KMG,,1996-01-02,2006-08-11,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-ANDW-19960102,,ANDW,ANDW,ANDW,,1996-01-02,2006-10-02,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-GDW-19960102,,GDW,GDW,GDW,,1996-01-02,2006-10-02,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-LPX-19960102,,LPX,LPX,LPX,,1996-01-02,2006-11-10,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-ACV-19960102,,ACV,ACV,ACV,,1996-01-02,2006-11-17,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-HCA-19960102,,HCA,HCA,HCA Healthcare,HCA Healthcare,1996-01-02,2006-11-20,fja_history,860730,Health Care,Health Care Facilities,"Nashville, Tennessee",1968,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-NAV-19960102,,NAV,NAV,NAV,,1996-01-02,2006-12-20,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-BLS-19960102,,BLS,BLS,BLS,,1996-01-02,2007-01-03,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-PGL-19960102,,PGL,PGL,PGL,,1996-01-02,2007-02-22,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-PD-19960102,,PD,PD,PD,,1996-01-02,2007-03-20,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-MEL-19960102,,MEL,MEL,MEL,,1996-01-02,2007-07-02,fja_history,,,,,,MEL,auto,
spell-BMET-19960102,,BMET,BMET,BMET,,1996-01-02,2007-07-12,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-FDC-19960102,,FDC,FDC,First Data,,1996-01-02,2007-09-25,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-TXU-19960102,,TXU,TXU,TXU,,1996-01-02,2007-10-10,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-HLT-19960102,,HLT,HLT,Hilton Worldwide,Hilton Worldwide,1996-01-02,2007-10-25,fja_history,1585689,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Tysons Corner, Virginia",1919,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-BOL-19960102,,BOL,BOL,BOL,,1996-01-02,2007-10-29,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-TEK-19960102,,TEK,TEK,TEK,,1996-01-02,2007-11-16,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-AT-19960102,,AT,AT,AT,,1996-01-02,2007-11-19,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-DJ-19960102,,DJ,DJ,Dow Jones,,1996-01-02,2007-12-14,fja_history,,,,,,DJ,auto,
spell-TRB-19960102,,TRB,TRB,Tribune Media,,1996-01-02,2007-12-21,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-TIN-19960102,,TIN,TIN,TIN,,1996-01-02,2007-12-31,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-HET-19960102,,HET,HET,HET,,1996-01-02,2008-01-29,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-CCTYQ-19960102,,CCTYQ,CCTYQ,CCTYQ,,1996-01-02,2008-03-31,fja_history,,,,,,CCTYQ,auto,
spell-BC-19960102,,BC,BC,Brunswick,,1996-01-02,2008-06-23,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-OMX-19960102,,OMX,OMX,OfficeMax,,1996-01-02,2008-06-23,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-FMCC-19960102,,FMCC,FMCC,FMCC,,1996-01-02,2008-09-11,fja_history,,,,,,FMCC,auto,
spell-FNMA-19960102,,FNMA,FNMA,FNMA,,1996-01-02,2008-09-11,fja_history,,,,,,FNMA,auto,
spell-SAF-19960102,,SAF,SAF,SAF,,1996-01-02,2008-09-23,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-WEN-19960102,,WEN,WEN,WEN,,1996-01-02,2008-09-30,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-WWY-19960102,,WWY,WWY,WWY,,1996-01-02,2008-10-07,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-DDS-19960102,,DDS,DDS,DDS,,1996-01-02,2008-10-22,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-UIS-19960102,,UIS,UIS,UIS,,1996-01-02,2008-11-11,fja_history,,,,,,UIS,auto,
spell-ASH-19960102,,ASH,ASH,ASH,,1996-01-02,2008-11-14,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-HPC-19960102,,HPC,HPC,HPC,,1996-01-02,2008-11-14,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-BUD-19960102,,BUD,BUD,Anheuser Busch,,1996-01-02,2008-11-18,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-ABI-19960102,,ABI,ABI,ABI,,1996-01-02,2008-11-24,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
spell-KATE-19960102,,KATE,KATE,KATE,,1996-01-02,2008-12-02,fja_history,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
